"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"beta1[19]",22776.4028275,22691.65,22786.450667473,11951.4,0.95,15274,30761.2,NA,NA,NA,NA,NA,NA,NA
"beta1[20]",22263.3196235,22261.3,22098.8245904114,15541.4,0.95,13288,30675.8,NA,NA,NA,NA,NA,NA,NA
"beta1[21]",24072.8039495,24016.4,24095.0043173083,12780.7,0.95,16147.1,32715.6,NA,NA,NA,NA,NA,NA,NA
"beta1[22]",32990.647315,32792.6,31603.577496809,10785,0.95,21084.3,45171,NA,NA,NA,NA,NA,NA,NA
"beta1[23]",23759.725741,23515.6,23006.3240138911,4868,0.95,18071.7,30193.3,NA,NA,NA,NA,NA,NA,NA
"beta1[24]",27747.311565,27702.7,27512.3152055746,10855.8,0.95,21458,34112.3,NA,NA,NA,NA,NA,NA,NA
"beta1[25]",15018.77448545,14807.5,13991.1450531,14674.8,0.95,6565.76,23553.2,NA,NA,NA,NA,NA,NA,NA
"beta1[26]",21425.9103725,21467.1,22187.343342402,10147,0.95,14954.1,28023.5,NA,NA,NA,NA,NA,NA,NA
"beta1[27]",16586.9515918685,16597.8,16456.7222240376,16930.6,0.95,7813.41,25714.9,NA,NA,NA,NA,NA,NA,NA
"beta1[28]",21444.4054765,21520.6,21903.5364731704,16850.6,0.95,14770.3,27963.3,NA,NA,NA,NA,NA,NA,NA
"beta1[29]",12873.9705141,12866.85,12428.324963565,16466.7,0.95,3601.08,22181,NA,NA,NA,NA,NA,NA,NA
"beta1[30]",28616.586128135,28979.65,29539.922484379,14836,0.95,15857.7,39469.3,NA,NA,NA,NA,NA,NA,NA
"beta1[31]",33844.954539,33949.45,33944.6082945399,11447.8,0.95,24281.2,43833.4,NA,NA,NA,NA,NA,NA,NA
"beta1[32]",9248.5930410925,8966.2,8049.43904213786,15935.8,0.95,115.1,19032.2,NA,NA,NA,NA,NA,NA,NA
"beta1[33]",23240.759838,22815.05,22050.842577613,6739.8,0.95,16631,30773.7,NA,NA,NA,NA,NA,NA,NA
"beta1[34]",14905.5665415,14451.25,13318.3758011846,7951.3,0.95,8913.64,22262.9,NA,NA,NA,NA,NA,NA,NA
"beta1[35]",21979.94313005,21952.65,22131.4867841213,17399.4,0.95,13098.9,30949.9,NA,NA,NA,NA,NA,NA,NA
"beta1[36]",21457.172759,21041.75,20539.765133149,6432.1,0.95,15307.9,28690.5,NA,NA,NA,NA,NA,NA,NA
"beta1[37]",13594.12540403,13443.95,13685.7605401024,11726,0.95,6286,21214.7,NA,NA,NA,NA,NA,NA,NA
"beta1[38]",14575.4429157,14414.35,13880.21171527,12857.8,0.95,7994.1,21915.4,NA,NA,NA,NA,NA,NA,NA
"beta1[39]",29021.40033,29001.95,28661.7926087993,8501.2,0.95,23603.8,34672.9,NA,NA,NA,NA,NA,NA,NA
"beta1[40]",11344.9964385,11220.7,11056.4709615622,9786.6,0.95,6768.34,15932.5,NA,NA,NA,NA,NA,NA,NA
"beta1[41]",24006.53149655,24017.15,23676.1231760575,18428.8,0.95,14113.3,35239.3,NA,NA,NA,NA,NA,NA,NA
"beta1[42]",14969.6669814,15135.95,15666.7350706187,10777.3,0.95,6791.45,22731.5,NA,NA,NA,NA,NA,NA,NA
"beta1[43]",19636.7964168075,19591.1,19484.5282654877,20000,0.95,11847.4,28374.2,NA,NA,NA,NA,NA,NA,NA
"beta1[44]",17530.749259,17435.35,17435.9106035113,13681.5,0.95,10388.1,24533.5,NA,NA,NA,NA,NA,NA,NA
"beta1[45]",9726.337792,9321.5,8798.43714670107,8560.8,0.95,4650.6,15926.5,NA,NA,NA,NA,NA,NA,NA
"beta1[46]",12076.665177325,11811.05,10833.9436865167,13341.7,0.95,5879.5,19077.2,NA,NA,NA,NA,NA,NA,NA
"beta1[47]",20429.2727486,20385.2,20163.4745020449,17345.2,0.95,11204.6,30358.3,NA,NA,NA,NA,NA,NA,NA
"beta1[48]",20201.0216804,19931.6,19224.3047734105,10776,0.95,12934.1,28625.9,NA,NA,NA,NA,NA,NA,NA
"beta1[49]",17411.39830785,17290.2,17364.4552224438,9584.5,0.95,9692.93,25523.4,NA,NA,NA,NA,NA,NA,NA
"beta1[50]",21137.7424835,21142.55,21034.2955745222,15669.8,0.95,13571.2,28978.5,NA,NA,NA,NA,NA,NA,NA
"beta1[51]",23550.17344,23295.65,22962.2948635061,9140.2,0.95,17297,30767.6,NA,NA,NA,NA,NA,NA,NA
"beta1[52]",16729.531799145,16736.65,16825.9389353709,18782.3,0.95,7277,25701.3,NA,NA,NA,NA,NA,NA,NA
"beta2[1]",-2011.10011566,-2008.065,-1970.37248940378,11844,0.95,-3013.82,-1060.41,NA,NA,NA,NA,NA,NA,NA
"beta2[2]",-1850.4865209775,-1855.17,-1952.16531524912,20383.3,0.95,-2975.04,-732.129,NA,NA,NA,NA,NA,NA,NA
"beta2[3]",-1287.2141346968,-1284.41,-1295.03428182421,13580,0.95,-2183.17,-413.304,NA,NA,NA,NA,NA,NA,NA
"beta2[4]",-1423.6333770305,-1410.945,-1383.0532541055,16741.3,0.95,-2276.19,-563.039,NA,NA,NA,NA,NA,NA,NA
"beta2[5]",-1151.56380314685,-1162.78,-1107.52046694088,3280.4,0.95,-2083.53,-117.126,NA,NA,NA,NA,NA,NA,NA
"beta2[6]",-1846.416157284,-1816.53,-1780.93064694919,13390.3,0.95,-2857.03,-894.1,NA,NA,NA,NA,NA,NA,NA
"beta2[7]",-2676.132389605,-2642.615,-2581.05578436781,10774.6,0.95,-3967.66,-1490.22,NA,NA,NA,NA,NA,NA,NA
"beta2[8]",-2154.417907778,-2153.975,-2140.31858175547,18008.6,0.95,-3261.03,-1015.89,NA,NA,NA,NA,NA,NA,NA
"beta2[9]",-1708.3836854593,-1720.415,-1693.35046738085,19465.4,0.95,-3202.46,-198.855,NA,NA,NA,NA,NA,NA,NA
"beta2[10]",-1391.0010521755,-1372.215,-1425.2710251824,4638.4,0.95,-2318.89,-486.88,NA,NA,NA,NA,NA,NA,NA
"beta2[11]",-1531.42144167,-1487.9,-1414.92172684752,10592.3,0.95,-2446.46,-705.645,NA,NA,NA,NA,NA,NA,NA
"beta2[12]",-2183.255555427,-2190.45,-2174.22239359154,17004,0.95,-3230.16,-1045.4,NA,NA,NA,NA,NA,NA,NA
"beta2[13]",-1443.7975084894,-1439.2,-1454.8732339138,16457.1,0.95,-2433.3,-457.294,NA,NA,NA,NA,NA,NA,NA
"beta2[14]",-2169.42901855,-2159.645,-2144.12789701423,11549.7,0.95,-2880.9,-1497.11,NA,NA,NA,NA,NA,NA,NA
"beta2[15]",-1872.3273027,-1833.715,-1762.52349839005,6996.2,0.95,-2699.19,-1101.55,NA,NA,NA,NA,NA,NA,NA
"beta2[16]",-1933.4042642,-1906.895,-1832.93797214377,12408,0.95,-2819.52,-1143.67,NA,NA,NA,NA,NA,NA,NA
"beta2[17]",-2216.164171,-2220.77,-2243.32382399972,17203.4,0.95,-3012.3,-1417.78,NA,NA,NA,NA,NA,NA,NA
"beta2[18]",-2022.337515,-2001.57,-2027.54666345323,9475.9,0.95,-2968.35,-1182.11,NA,NA,NA,NA,NA,NA,NA
"beta2[19]",-2372.9860834,-2361.415,-2374.58430132506,11753,0.95,-3320.75,-1452.14,NA,NA,NA,NA,NA,NA,NA
"beta2[20]",-2272.500528285,-2268.475,-2279.86879089736,14941.9,0.95,-3367.44,-1262.82,NA,NA,NA,NA,NA,NA,NA
"beta2[21]",-2380.55646957,-2365.965,-2378.69117176964,12182,0.95,-3403.76,-1426.73,NA,NA,NA,NA,NA,NA,NA
"beta2[22]",-3242.67825215,-3206.255,-3026.48854470771,10059.2,0.95,-4591.39,-1905.44,NA,NA,NA,NA,NA,NA,NA
"beta2[23]",-2564.4489954,-2539.09,-2485.68393057159,4785.8,0.95,-3353.01,-1859.09,NA,NA,NA,NA,NA,NA,NA
"beta2[24]",-2975.893998,-2976.045,-2993.05365455644,10625.9,0.95,-3767.31,-2212.82,NA,NA,NA,NA,NA,NA,NA
"beta2[25]",-1629.377710704,-1609.175,-1585.58552095545,15126.4,0.95,-2665.6,-664.055,NA,NA,NA,NA,NA,NA,NA
"beta2[26]",-2198.60831435,-2202.78,-2240.24280486673,10099,0.95,-2999.59,-1405.43,NA,NA,NA,NA,NA,NA,NA
"beta2[27]",-1677.20658956355,-1679.39,-1694.7203180073,16786.2,0.95,-2767.7,-626.393,NA,NA,NA,NA,NA,NA,NA
"beta2[28]",-2264.160229,-2269.845,-2274.73080620862,16395.1,0.95,-3088.07,-1440.9,NA,NA,NA,NA,NA,NA,NA
"beta2[29]",-1282.92199442905,-1283.7,-1295.10569540127,16311.9,0.95,-2402.78,-182.715,NA,NA,NA,NA,NA,NA,NA
"beta2[30]",-2875.02546385,-2892.84,-2882.25841648376,14819.7,0.95,-4192.01,-1510.92,NA,NA,NA,NA,NA,NA,NA
"beta2[31]",-3358.7285755,-3350.55,-3314.00811151908,10863.8,0.95,-4512.36,-2242.98,NA,NA,NA,NA,NA,NA,NA
"beta2[32]",-997.059197159715,-974.123,-923.971094708204,15742.7,0.95,-2135.01,10.563,NA,NA,NA,NA,NA,NA,NA
"beta2[33]",-2245.5346022,-2186.905,-2089.04830798325,6543.5,0.95,-3221.16,-1447.29,NA,NA,NA,NA,NA,NA,NA
"beta2[34]",-1658.46042815,-1614.04,-1471.37007083353,8144.1,0.95,-2503,-924.132,NA,NA,NA,NA,NA,NA,NA
"beta2[35]",-2280.080827828,-2274.445,-2226.51652708915,17222.6,0.95,-3346.5,-1230.03,NA,NA,NA,NA,NA,NA,NA
"beta2[36]",-2241.99121825,-2197.225,-2074.14854429242,6474.8,0.95,-3108.06,-1495.35,NA,NA,NA,NA,NA,NA,NA
"beta2[37]",-1462.073956487,-1445.975,-1382.33893725041,11747.7,0.95,-2373.93,-542.826,NA,NA,NA,NA,NA,NA,NA
"beta2[38]",-1526.33595311,-1507.645,-1474.43636808646,12842.6,0.95,-2388.22,-684.817,NA,NA,NA,NA,NA,NA,NA
"beta2[39]",-3001.1504215,-2992.08,-2967.82955258927,7809,0.95,-3738,-2353.23,NA,NA,NA,NA,NA,NA,NA
"beta2[40]",-1145.51739108,-1131.9,-1102.0109066226,9520.8,0.95,-1755.55,-579.3,NA,NA,NA,NA,NA,NA,NA
"beta2[41]",-2454.41079527,-2453.43,-2469.98749167744,17841.3,0.95,-3618.1,-1215.43,NA,NA,NA,NA,NA,NA,NA
"beta2[42]",-1631.769445684,-1651.285,-1713.04780358734,10728,0.95,-2536.84,-611.808,NA,NA,NA,NA,NA,NA,NA
"beta2[43]",-2091.77496801,-2091.64,-2090.14372604954,20000,0.95,-3065.84,-1115.92,NA,NA,NA,NA,NA,NA,NA
"beta2[44]",-1858.18507355,-1846,-1784.48422746298,13484,0.95,-2719.15,-972.088,NA,NA,NA,NA,NA,NA,NA
"beta2[45]",-1139.1661865915,-1094.32,-1020.99111196825,8875.9,0.95,-1845.86,-554.608,NA,NA,NA,NA,NA,NA,NA
"beta2[46]",-971.1725791408,-930.539,-849.346585597723,12519.4,0.95,-1872.09,-193.877,NA,NA,NA,NA,NA,NA,NA
"beta2[47]",-2105.50725667,-2104.355,-2094.81672846273,17350.3,0.95,-3202.88,-1005.33,NA,NA,NA,NA,NA,NA,NA
"beta2[48]",-1914.24254034,-1881.805,-1791.47180455404,10364.9,0.95,-2943.66,-999.054,NA,NA,NA,NA,NA,NA,NA
"beta2[49]",-1923.5075902195,-1914.955,-1903.62693434415,10165.5,0.95,-2855.96,-1014.14,NA,NA,NA,NA,NA,NA,NA
"beta2[50]",-2140.73024605,-2137.79,-2140.42800951717,15254.5,0.95,-3071.62,-1203.17,NA,NA,NA,NA,NA,NA,NA
"beta2[51]",-2519.6534299,-2492.44,-2451.9011098739,9141.9,0.95,-3369.73,-1735.12,NA,NA,NA,NA,NA,NA,NA
"beta2[52]",-1734.3980784395,-1735.175,-1788.39947015488,18829.1,0.95,-2835.8,-682.012,NA,NA,NA,NA,NA,NA,NA
"beta0mu",25965.21081,25958.65,25811.4741002784,14431.9,0.95,19481.9,32725,NA,NA,NA,NA,NA,NA,NA
"beta1mu",19130.441425,19107.15,18951.935176549,8124.9,0.95,16581.8,21755.3,NA,NA,NA,NA,NA,NA,NA
"beta2mu",-1980.1442435,-1976.995,-1966.04426447765,7363.3,0.95,-2288.37,-1688.68,NA,NA,NA,NA,NA,NA,NA
"zbeta0[1]",-0.3849351818461,-0.3904115,-0.454136724622846,12079.2,0.95,-0.710232,-0.0579843,NA,NA,NA,NA,NA,NA,NA
"zbeta0[2]",1.3987556622,1.40379,1.42742328398302,20000,0.95,0.992752,1.7852,NA,NA,NA,NA,NA,NA,NA
"zbeta0[3]",-0.340106497072505,-0.342523,-0.349771362738008,13665.1,0.95,-0.60559,-0.0747408,NA,NA,NA,NA,NA,NA,NA
"zbeta0[4]",-0.74827593813,-0.7479325,-0.731305048431501,17786.5,0.95,-0.990596,-0.501277,NA,NA,NA,NA,NA,NA,NA
"zbeta0[5]",0.273920609579865,0.2360295,0.192321604326877,2186,0.95,-0.065054,0.780735,NA,NA,NA,NA,NA,NA,NA
"zbeta0[6]",0.629855607041,0.6050025,0.568239991362175,11297.6,0.95,0.317716,1.02346,NA,NA,NA,NA,NA,NA,NA
"zbeta0[7]",2.1214409475,2.125885,2.11316137068341,13812.5,0.95,1.66429,2.56436,NA,NA,NA,NA,NA,NA,NA
"zbeta0[8]",0.9873218110355,0.9934145,1.03409049065734,18511.5,0.95,0.582727,1.39051,NA,NA,NA,NA,NA,NA,NA
"zbeta0[9]",0.54881614784688,0.5302555,0.512128609732123,19355.4,0.95,-0.209694,1.36256,NA,NA,NA,NA,NA,NA,NA
"zbeta0[10]",-0.31258015915266,-0.3235145,-0.340893172966159,5591.1,0.95,-0.560193,-0.0365677,NA,NA,NA,NA,NA,NA,NA
"zbeta0[11]",-0.27473214148381,-0.3010295,-0.33812665331069,11124.2,0.95,-0.519829,0.0585794,NA,NA,NA,NA,NA,NA,NA
"zbeta0[12]",1.31393271055,1.31443,1.29953635755414,18008.7,0.95,0.993415,1.6375,NA,NA,NA,NA,NA,NA,NA
"zbeta0[13]",-0.3793500986523,-0.3807825,-0.378513505980346,17297.7,0.95,-0.676035,-0.0839753,NA,NA,NA,NA,NA,NA,NA
"zbeta0[14]",0.63969663695,0.6319965,0.620862205960517,13368.2,0.95,0.455787,0.839782,NA,NA,NA,NA,NA,NA,NA
"zbeta0[15]",0.0542384602853545,0.0349042,-0.00572758079148117,7855.8,0.95,-0.154446,0.335215,NA,NA,NA,NA,NA,NA,NA
"zbeta0[16]",0.396339377116,0.379705,0.358647124099781,12927.7,0.95,0.166638,0.679208,NA,NA,NA,NA,NA,NA,NA
"zbeta0[17]",0.39717596926875,0.4008595,0.420945078864328,18632.9,0.95,0.154581,0.613468,NA,NA,NA,NA,NA,NA,NA
"zbeta0[18]",-0.310740548426245,-0.3256495,-0.369129109200201,11670.8,0.95,-0.568121,-0.00857922,NA,NA,NA,NA,NA,NA,NA
"zbeta0[19]",-0.0761750183319755,-0.07847035,-0.0735057053906298,14286.9,0.95,-0.372407,0.240851,NA,NA,NA,NA,NA,NA,NA
"zbeta0[20]",0.330413282520915,0.331208,0.281335857486303,17609.7,0.95,-0.00890125,0.690778,NA,NA,NA,NA,NA,NA,NA
"zbeta0[21]",2.05460311,2.05073,2.02055709621024,14711.7,0.95,1.74672,2.38656,NA,NA,NA,NA,NA,NA,NA
"zbeta0[22]",2.200823459,2.206515,2.48480448772239,12578.7,0.95,1.71956,2.63926,NA,NA,NA,NA,NA,NA,NA
"zbeta0[23]",0.17287952474925,0.1685525,0.159706930254668,6039.9,0.95,-0.0588423,0.412537,NA,NA,NA,NA,NA,NA,NA
"zbeta0[24]",1.1545864195,1.155565,1.15473167575576,12642.9,0.95,0.938259,1.39285,NA,NA,NA,NA,NA,NA,NA
"zbeta0[25]",-0.95945957645,-0.9751065,-0.995173682765621,15936.5,0.95,-1.24976,-0.613673,NA,NA,NA,NA,NA,NA,NA
"zbeta0[26]",0.175334879261372,0.1789095,0.186762241020396,10896.5,0.95,-0.0775213,0.412057,NA,NA,NA,NA,NA,NA,NA
"zbeta0[27]",-0.036756593233197,-0.03940205,0.00814669678893321,17816.1,0.95,-0.412763,0.332885,NA,NA,NA,NA,NA,NA,NA
"zbeta0[28]",0.49633677769,0.5013845,0.516566328116162,18713.9,0.95,0.261325,0.718985,NA,NA,NA,NA,NA,NA,NA
"zbeta0[29]",0.046392556875895,0.04632625,0.0363013929513188,17665.1,0.95,-0.30326,0.40457,NA,NA,NA,NA,NA,NA,NA
"zbeta0[30]",1.733415845865,1.74999,1.73832862001199,17306.6,0.95,1.31607,2.13964,NA,NA,NA,NA,NA,NA,NA
"zbeta0[31]",2.3502774085,2.35924,2.36002221862543,14371.3,0.95,2.0413,2.6609,NA,NA,NA,NA,NA,NA,NA
"zbeta0[32]",-0.667462817706,-0.674038,-0.676473508781638,16485.8,0.95,-0.964965,-0.3626,NA,NA,NA,NA,NA,NA,NA
"zbeta0[33]",0.88823549425,0.880669,0.874377469712809,10512,0.95,0.648969,1.13886,NA,NA,NA,NA,NA,NA,NA
"zbeta0[34]",-0.3887837141846,-0.4130715,-0.449510152165378,7767.5,0.95,-0.619092,-0.0777132,NA,NA,NA,NA,NA,NA,NA
"zbeta0[35]",0.77245090238,0.7706135,0.77172358304813,19330.4,0.95,0.419686,1.14771,NA,NA,NA,NA,NA,NA,NA
"zbeta0[36]",0.168259117462985,0.152838,0.124003642252773,7184.7,0.95,-0.0711157,0.4311,NA,NA,NA,NA,NA,NA,NA
"zbeta0[37]",-0.43848439144925,-0.452238,-0.501257396501603,12643.5,0.95,-0.675986,-0.1557,NA,NA,NA,NA,NA,NA,NA
"zbeta0[38]",-0.0237261663238175,-0.03372845,-0.0566641833885576,14973.2,0.95,-0.270586,0.232745,NA,NA,NA,NA,NA,NA,NA
"zbeta0[39]",0.81042243095,0.807364,0.802616444165328,12344.1,0.95,0.642058,1.00616,NA,NA,NA,NA,NA,NA,NA
"zbeta0[40]",-2.6077556695,-2.60788,-2.60407146670393,14153.4,0.95,-2.74011,-2.48033,NA,NA,NA,NA,NA,NA,NA
"zbeta0[41]",1.010638211906,1.01247,0.991174654448162,18926.4,0.95,0.562872,1.47428,NA,NA,NA,NA,NA,NA,NA
"zbeta0[42]",-0.416816577841127,-0.409055,-0.343144149696761,11580,0.95,-0.719862,-0.130129,NA,NA,NA,NA,NA,NA,NA
"zbeta0[43]",0.27420233132492,0.278119,0.277444154223061,20000,0.95,-0.0198121,0.554442,NA,NA,NA,NA,NA,NA,NA
"zbeta0[44]",-0.3639052224405,-0.3680005,-0.395412924646411,13911.5,0.95,-0.604949,-0.110406,NA,NA,NA,NA,NA,NA,NA
"zbeta0[45]",-0.35921746950125,-0.381081,-0.405841081130244,8806.5,0.95,-0.548992,-0.104257,NA,NA,NA,NA,NA,NA,NA
"zbeta0[46]",0.25918958847831,0.255614,0.247021095569413,19817.4,0.95,0.0848319,0.446685,NA,NA,NA,NA,NA,NA,NA
"zbeta0[47]",0.6231566724445,0.6205145,0.614674794865891,18657.4,0.95,0.240082,0.997494,NA,NA,NA,NA,NA,NA,NA
"zbeta0[48]",1.23654600955,1.22208,1.21014735935913,13205.5,0.95,1.00603,1.53505,NA,NA,NA,NA,NA,NA,NA
"zbeta0[49]",0.6553473794875,0.636804,0.609878334395156,8771.2,0.95,0.339304,1.03505,NA,NA,NA,NA,NA,NA,NA
"zbeta0[50]",-0.28910426371402,-0.2856485,-0.267017082697163,18028.4,0.95,-0.579938,0.00671402,NA,NA,NA,NA,NA,NA,NA
"zbeta0[51]",0.561798967745,0.5524515,0.552700398889277,9453.2,0.95,0.326148,0.839571,NA,NA,NA,NA,NA,NA,NA
"zbeta0[52]",0.6753454314645,0.6774825,0.682988979475129,18977.8,0.95,0.331391,1.0362,NA,NA,NA,NA,NA,NA,NA
"zbeta1[1]",0.041566287543665,0.0369834,0.0320699499485426,17833.7,0.95,-0.129016,0.228565,NA,NA,NA,NA,NA,NA,NA
"zbeta1[2]",0.11074135634945,0.1114715,0.121923287288816,20000,0.95,-0.105905,0.339119,NA,NA,NA,NA,NA,NA,NA
"zbeta1[3]",-0.041028593134733,-0.04028485,-0.0394156201866652,17639,0.95,-0.223082,0.140986,NA,NA,NA,NA,NA,NA,NA
"zbeta1[4]",0.0895782802099899,0.0907586,0.0984663325834864,19279.8,0.95,-0.0940719,0.268326,NA,NA,NA,NA,NA,NA,NA
